Round: 1, Attack Type: NS Attack, Error: 0, Time: 0.3628668785095215, NFound: 10, Coef: 10
Round: 1, Attack Type: Multi Attack, Error: 0, Time: 0.29482173919677734, NFound: 10, Coef: 10
Round: 1, Attack Type: Statistical Attack, Error: 4, Time: 0.29482173919677734, NFound: 10, Coef: 10
Round: 2, Attack Type: NS Attack, Error: 0, Time: 0.28198909759521484, NFound: 10, Coef: 10
Round: 2, Attack Type: Multi Attack, Error: 0, Time: 0.0937187671661377, NFound: 10, Coef: 10
Round: 2, Attack Type: Statistical Attack, Error: 0, Time: 0.08713698387145996, NFound: 7, Coef: 9
Round: 3, Attack Type: NS Attack, Error: 0, Time: 0.296140193939209, NFound: 10, Coef: 10
Round: 3, Attack Type: Multi Attack, Error: 0, Time: 0.09819698333740234, NFound: 10, Coef: 10
Round: 3, Attack Type: Statistical Attack, Error: 4, Time: 0.09819698333740234, NFound: 10, Coef: 10
Round: 4, Attack Type: NS Attack, Error: 0, Time: 0.28690505027770996, NFound: 10, Coef: 10
Round: 4, Attack Type: Multi Attack, Error: 0, Time: 0.08820009231567383, NFound: 10, Coef: 10
Round: 4, Attack Type: Statistical Attack, Error: 4, Time: 0.08820009231567383, NFound: 10, Coef: 10
Round: 5, Attack Type: NS Attack, Error: 0, Time: 0.27570486068725586, NFound: 10, Coef: 10
Round: 5, Attack Type: Multi Attack, Error: 0, Time: 0.08254885673522949, NFound: 10, Coef: 10
Round: 5, Attack Type: Statistical Attack, Error: 4, Time: 0.08254885673522949, NFound: 10, Coef: 10
Round: 6, Attack Type: NS Attack, Error: 0, Time: 0.29349279403686523, NFound: 10, Coef: 10
Round: 6, Attack Type: Multi Attack, Error: 0, Time: 0.09013509750366211, NFound: 10, Coef: 10
Round: 6, Attack Type: Statistical Attack, Error: 4, Time: 0.09013509750366211, NFound: 10, Coef: 10
Round: 7, Attack Type: NS Attack, Error: 0, Time: 0.2792959213256836, NFound: 10, Coef: 10
Round: 7, Attack Type: Multi Attack, Error: 0, Time: 0.0800621509552002, NFound: 10, Coef: 10
Round: 7, Attack Type: Statistical Attack, Error: 4, Time: 0.0800621509552002, NFound: 10, Coef: 10
Round: 8, Attack Type: NS Attack, Error: 0, Time: 0.3724029064178467, NFound: 10, Coef: 10
Round: 8, Attack Type: Multi Attack, Error: 0, Time: 0.09027504920959473, NFound: 10, Coef: 10
Round: 8, Attack Type: Statistical Attack, Error: 4, Time: 0.09027504920959473, NFound: 10, Coef: 10
Round: 9, Attack Type: NS Attack, Error: 0, Time: 0.26745128631591797, NFound: 10, Coef: 10
Round: 9, Attack Type: Multi Attack, Error: 0, Time: 0.09082174301147461, NFound: 10, Coef: 10
Round: 9, Attack Type: Statistical Attack, Error: 4, Time: 0.09082174301147461, NFound: 10, Coef: 10
Round: 10, Attack Type: NS Attack, Error: 0, Time: 0.27480292320251465, NFound: 10, Coef: 10
Round: 10, Attack Type: Multi Attack, Error: 0, Time: 0.09986209869384766, NFound: 10, Coef: 10
Round: 10, Attack Type: Statistical Attack, Error: 0, Time: 0.06943011283874512, NFound: 2, Coef: 6
Round: 11, Attack Type: NS Attack, Error: 0, Time: 0.29091382026672363, NFound: 10, Coef: 10
Round: 11, Attack Type: Multi Attack, Error: 0, Time: 0.09307217597961426, NFound: 10, Coef: 10
Round: 11, Attack Type: Statistical Attack, Error: 0, Time: 0.07819199562072754, NFound: 3, Coef: 6
Round: 12, Attack Type: NS Attack, Error: 0, Time: 0.2927589416503906, NFound: 10, Coef: 10
Round: 12, Attack Type: Multi Attack, Error: 0, Time: 0.08270597457885742, NFound: 10, Coef: 10
Round: 12, Attack Type: Statistical Attack, Error: 0, Time: 0.0705251693725586, NFound: 9, Coef: 8
Round: 13, Attack Type: NS Attack, Error: 0, Time: 0.2781822681427002, NFound: 10, Coef: 10
Round: 13, Attack Type: Multi Attack, Error: 0, Time: 0.0782468318939209, NFound: 10, Coef: 10
Round: 13, Attack Type: Statistical Attack, Error: 0, Time: 0.07899188995361328, NFound: 1, Coef: 3
Round: 14, Attack Type: NS Attack, Error: 0, Time: 0.2846028804779053, NFound: 10, Coef: 10
Round: 14, Attack Type: Multi Attack, Error: 0, Time: 0.09033799171447754, NFound: 10, Coef: 10
