Round: 1, Attack Type: NS Attack, Error: 0, Time: 0.011015892028808594, NFound: 10, Coef: 10
Round: 2, Attack Type: NS Attack, Error: 0, Time: 0.023354053497314453, NFound: 10, Coef: 10
Round: 3, Attack Type: NS Attack, Error: 0, Time: 0.041220903396606445, NFound: 10, Coef: 10
Round: 4, Attack Type: NS Attack, Error: 0, Time: 0.07570624351501465, NFound: 10, Coef: 10
Round: 5, Attack Type: NS Attack, Error: 0, Time: 0.10979199409484863, NFound: 10, Coef: 10
Round: 6, Attack Type: NS Attack, Error: 0, Time: 0.17705416679382324, NFound: 10, Coef: 10
Round: 7, Attack Type: NS Attack, Error: 0, Time: 0.23122882843017578, NFound: 10, Coef: 10
Round: 8, Attack Type: NS Attack, Error: 0, Time: 0.320051908493042, NFound: 10, Coef: 10
Round: 9, Attack Type: NS Attack, Error: 0, Time: 0.45606088638305664, NFound: 10, Coef: 10
Round: 10, Attack Type: NS Attack, Error: 0, Time: 0.5572233200073242, NFound: 10, Coef: 10
Round: 11, Attack Type: NS Attack, Error: 0, Time: 0.7477438449859619, NFound: 10, Coef: 10
Round: 12, Attack Type: NS Attack, Error: 0, Time: 0.9438538551330566, NFound: 10, Coef: 10
Round: 13, Attack Type: NS Attack, Error: 0, Time: 1.1779282093048096, NFound: 10, Coef: 10
Round: 14, Attack Type: NS Attack, Error: 0, Time: 1.3732590675354004, NFound: 10, Coef: 10
Round: 15, Attack Type: NS Attack, Error: 0, Time: 1.7553510665893555, NFound: 10, Coef: 10
Round: 16, Attack Type: NS Attack, Error: 0, Time: 2.1566107273101807, NFound: 10, Coef: 10
Round: 17, Attack Type: NS Attack, Error: 0, Time: 2.6390297412872314, NFound: 10, Coef: 10
Round: 18, Attack Type: NS Attack, Error: 0, Time: 2.78009295463562, NFound: 10, Coef: 10
Round: 19, Attack Type: NS Attack, Error: 0, Time: 3.47908091545105, NFound: 10, Coef: 10
Round: 20, Attack Type: NS Attack, Error: 0, Time: 3.8858470916748047, NFound: 10, Coef: 10
Round: 21, Attack Type: NS Attack, Error: 0, Time: 4.7084641456604, NFound: 10, Coef: 10
Round: 22, Attack Type: NS Attack, Error: 0, Time: 5.508328914642334, NFound: 10, Coef: 10
Round: 23, Attack Type: NS Attack, Error: 0, Time: 6.252864122390747, NFound: 10, Coef: 10
Round: 24, Attack Type: NS Attack, Error: 0, Time: 6.919073104858398, NFound: 10, Coef: 10
Round: 25, Attack Type: NS Attack, Error: 0, Time: 8.289556980133057, NFound: 10, Coef: 10
Round: 26, Attack Type: NS Attack, Error: 0, Time: 9.148202180862427, NFound: 10, Coef: 10
Round: 27, Attack Type: NS Attack, Error: 0, Time: 10.206437110900879, NFound: 10, Coef: 10
Round: 28, Attack Type: NS Attack, Error: 0, Time: 10.519723892211914, NFound: 10, Coef: 10
Round: 29, Attack Type: NS Attack, Error: 0, Time: 12.30453896522522, NFound: 10, Coef: 10
Round: 30, Attack Type: NS Attack, Error: 0, Time: 13.642064094543457, NFound: 10, Coef: 10
Round: 31, Attack Type: NS Attack, Error: 0, Time: 15.382267951965332, NFound: 10, Coef: 10
Round: 32, Attack Type: NS Attack, Error: 0, Time: 18.04818081855774, NFound: 10, Coef: 10
Round: 33, Attack Type: NS Attack, Error: 0, Time: 17.943133115768433, NFound: 10, Coef: 10
Round: 34, Attack Type: NS Attack, Error: 0, Time: 20.721134185791016, NFound: 10, Coef: 10
Round: 35, Attack Type: NS Attack, Error: 0, Time: 22.645996809005737, NFound: 10, Coef: 10
Round: 36, Attack Type: NS Attack, Error: 0, Time: 25.717868089675903, NFound: 10, Coef: 10
Round: 37, Attack Type: NS Attack, Error: 0, Time: 27.11793828010559, NFound: 10, Coef: 10
Round: 38, Attack Type: NS Attack, Error: 0, Time: 29.093135118484497, NFound: 10, Coef: 10
Round: 39, Attack Type: NS Attack, Error: 0, Time: 31.365083932876587, NFound: 10, Coef: 10
Round: 40, Attack Type: NS Attack, Error: 0, Time: 34.37112903594971, NFound: 10, Coef: 10
Round: 41, Attack Type: NS Attack, Error: 0, Time: 36.809385776519775, NFound: 10, Coef: 10
Round: 42, Attack Type: NS Attack, Error: 0, Time: 38.997673988342285, NFound: 10, Coef: 10
Round: 43, Attack Type: NS Attack, Error: 0, Time: 43.15187692642212, NFound: 10, Coef: 10
Round: 44, Attack Type: NS Attack, Error: 0, Time: 45.85223984718323, NFound: 10, Coef: 10
Round: 45, Attack Type: NS Attack, Error: 0, Time: 47.8736617565155, NFound: 10, Coef: 10
Round: 46, Attack Type: NS Attack, Error: 0, Time: 62.44236898422241, NFound: 10, Coef: 10
Round: 47, Attack Type: NS Attack, Error: 0, Time: 58.93291091918945, NFound: 10, Coef: 10
Round: 48, Attack Type: NS Attack, Error: 0, Time: 63.721668004989624, NFound: 10, Coef: 10
Round: 49, Attack Type: NS Attack, Error: 0, Time: 71.99928188323975, NFound: 10, Coef: 10
