Round: 1, Attack Type: NS Attack, Error: 0, Time: 2.74826979637146, NFound: 10, Coef: 10
Round: 1, Attack Type: Multi Attack, Error: 0, Time: 2.9080069065093994, NFound: 10, Coef: 10
Round: 1, Attack Type: Statistical Attack, Error: 0, Time: 0.20754504203796387, NFound: 2, Coef: 8
Round: 2, Attack Type: NS Attack, Error: 0, Time: 3.0025951862335205, NFound: 10, Coef: 10
Round: 2, Attack Type: Multi Attack, Error: 0, Time: 3.026768207550049, NFound: 10, Coef: 10
Round: 2, Attack Type: Statistical Attack, Error: 0, Time: 0.1535799503326416, NFound: 3, Coef: 8
Round: 3, Attack Type: NS Attack, Error: 0, Time: 2.772753953933716, NFound: 10, Coef: 10
Round: 3, Attack Type: Multi Attack, Error: 0, Time: 3.000032424926758, NFound: 10, Coef: 10
Round: 3, Attack Type: Statistical Attack, Error: 0, Time: 0.3481168746948242, NFound: 2, Coef: 8
Round: 4, Attack Type: NS Attack, Error: 0, Time: 3.0020227432250977, NFound: 10, Coef: 10
Round: 4, Attack Type: Multi Attack, Error: 0, Time: 3.1057889461517334, NFound: 10, Coef: 10
Round: 4, Attack Type: Statistical Attack, Error: 0, Time: 0.16802406311035156, NFound: 2, Coef: 5
Round: 5, Attack Type: NS Attack, Error: 0, Time: 2.985602617263794, NFound: 10, Coef: 10
Round: 5, Attack Type: Multi Attack, Error: 0, Time: 3.1135997772216797, NFound: 10, Coef: 10
Round: 5, Attack Type: Statistical Attack, Error: 0, Time: 0.1593780517578125, NFound: 2, Coef: 8
Round: 6, Attack Type: NS Attack, Error: 0, Time: 2.9517760276794434, NFound: 10, Coef: 10
Round: 6, Attack Type: Multi Attack, Error: 0, Time: 2.8002638816833496, NFound: 10, Coef: 10
Round: 6, Attack Type: Statistical Attack, Error: 0, Time: 0.1461930274963379, NFound: 6, Coef: 8
Round: 7, Attack Type: NS Attack, Error: 0, Time: 2.861176013946533, NFound: 10, Coef: 10
Round: 7, Attack Type: Multi Attack, Error: 0, Time: 2.94966197013855, NFound: 10, Coef: 10
Round: 7, Attack Type: Statistical Attack, Error: 0, Time: 0.16106796264648438, NFound: 3, Coef: 8
Round: 8, Attack Type: NS Attack, Error: 0, Time: 3.106383800506592, NFound: 10, Coef: 10
Round: 8, Attack Type: Multi Attack, Error: 0, Time: 3.1742920875549316, NFound: 10, Coef: 10
Round: 8, Attack Type: Statistical Attack, Error: 4, Time: 3.1742920875549316, NFound: 10, Coef: 10
Round: 9, Attack Type: NS Attack, Error: 0, Time: 3.1961827278137207, NFound: 10, Coef: 10
Round: 9, Attack Type: Multi Attack, Error: 0, Time: 3.1871910095214844, NFound: 10, Coef: 10
Round: 9, Attack Type: Statistical Attack, Error: 0, Time: 0.16133618354797363, NFound: 1, Coef: 6
Round: 10, Attack Type: NS Attack, Error: 0, Time: 3.1756479740142822, NFound: 10, Coef: 10
Round: 10, Attack Type: Multi Attack, Error: 0, Time: 2.9925310611724854, NFound: 10, Coef: 10
Round: 10, Attack Type: Statistical Attack, Error: 0, Time: 0.15731191635131836, NFound: 3, Coef: 6
Round: 11, Attack Type: NS Attack, Error: 0, Time: 3.0430819988250732, NFound: 10, Coef: 10
Round: 11, Attack Type: Multi Attack, Error: 0, Time: 2.909655809402466, NFound: 10, Coef: 10
Round: 11, Attack Type: Statistical Attack, Error: 0, Time: 0.15144610404968262, NFound: 8, Coef: 8
Round: 12, Attack Type: NS Attack, Error: 0, Time: 2.6810250282287598, NFound: 10, Coef: 10
Round: 12, Attack Type: Multi Attack, Error: 0, Time: 2.667466163635254, NFound: 10, Coef: 10
Round: 12, Attack Type: Statistical Attack, Error: 0, Time: 0.14387893676757812, NFound: 2, Coef: 8
Round: 13, Attack Type: NS Attack, Error: 0, Time: 2.7430858612060547, NFound: 10, Coef: 10
Round: 13, Attack Type: Multi Attack, Error: 0, Time: 2.8607943058013916, NFound: 10, Coef: 10
Round: 13, Attack Type: Statistical Attack, Error: 0, Time: 0.15637516975402832, NFound: 3, Coef: 6
Round: 14, Attack Type: NS Attack, Error: 0, Time: 2.7131941318511963, NFound: 10, Coef: 10
Round: 14, Attack Type: Multi Attack, Error: 0, Time: 2.7421908378601074, NFound: 10, Coef: 10
Round: 15, Attack Type: NS Attack, Error: 0, Time: 2.6554129123687744, NFound: 10, Coef: 10
Round: 15, Attack Type: Multi Attack, Error: 0, Time: 2.710075855255127, NFound: 10, Coef: 10
Round: 15, Attack Type: Statistical Attack, Error: 4, Time: 2.710075855255127, NFound: 10, Coef: 10
Round: 16, Attack Type: NS Attack, Error: 0, Time: 2.812847852706909, NFound: 10, Coef: 10
Round: 16, Attack Type: Multi Attack, Error: 0, Time: 2.8806779384613037, NFound: 10, Coef: 10
Round: 16, Attack Type: Statistical Attack, Error: 0, Time: 0.1511838436126709, NFound: 4, Coef: 8
