Round: 1, Attack Type: Statistical Attack, Error: 4, Time: None, NFound: None, Coef: None
Round: 2, Attack Type: Statistical Attack, Error: 4, Time: None, NFound: None, Coef: None
Round: 3, Attack Type: Statistical Attack, Error: 4, Time: None, NFound: None, Coef: None
Round: 5, Attack Type: Statistical Attack, Error: 4, Time: None, NFound: None, Coef: None
Round: 6, Attack Type: Statistical Attack, Error: 4, Time: None, NFound: None, Coef: None
Round: 7, Attack Type: Statistical Attack, Error: 0, Time: 0.07559013366699219, NFound: 4, Coef: 8
Round: 8, Attack Type: Statistical Attack, Error: 0, Time: 0.08471894264221191, NFound: 1, Coef: 8
Round: 9, Attack Type: Statistical Attack, Error: 0, Time: 0.08274102210998535, NFound: 3, Coef: 8
Round: 10, Attack Type: Statistical Attack, Error: 0, Time: 0.0940999984741211, NFound: 1, Coef: 4
Round: 11, Attack Type: Statistical Attack, Error: 4, Time: None, NFound: None, Coef: None
Round: 12, Attack Type: Statistical Attack, Error: 0, Time: 0.10634899139404297, NFound: 3, Coef: 8
Round: 13, Attack Type: Statistical Attack, Error: 0, Time: 0.11063313484191895, NFound: 5, Coef: 8
Round: 14, Attack Type: Statistical Attack, Error: 0, Time: 0.1269550323486328, NFound: 5, Coef: 7
Round: 15, Attack Type: Statistical Attack, Error: 0, Time: 0.12757301330566406, NFound: 4, Coef: 8
Round: 17, Attack Type: Statistical Attack, Error: 0, Time: 0.15584111213684082, NFound: 2, Coef: 8
Round: 18, Attack Type: Statistical Attack, Error: 0, Time: 0.15521001815795898, NFound: 2, Coef: 5
Round: 19, Attack Type: Statistical Attack, Error: 4, Time: None, NFound: None, Coef: None
Round: 20, Attack Type: Statistical Attack, Error: 0, Time: 0.1675577163696289, NFound: 2, Coef: 8
Round: 21, Attack Type: Statistical Attack, Error: 0, Time: 0.4849841594696045, NFound: 1, Coef: 8
Round: 22, Attack Type: Statistical Attack, Error: 0, Time: 0.1997840404510498, NFound: 3, Coef: 8
Round: 23, Attack Type: Statistical Attack, Error: 0, Time: 0.21430516242980957, NFound: 2, Coef: 8
Round: 24, Attack Type: Statistical Attack, Error: 0, Time: 0.21035313606262207, NFound: 7, Coef: 7
Round: 25, Attack Type: Statistical Attack, Error: 0, Time: 0.22847604751586914, NFound: 2, Coef: 7
Round: 26, Attack Type: Statistical Attack, Error: 0, Time: 0.24586796760559082, NFound: 3, Coef: 8
Round: 27, Attack Type: Statistical Attack, Error: 0, Time: 0.26062703132629395, NFound: 3, Coef: 7
Round: 28, Attack Type: Statistical Attack, Error: 0, Time: 0.28089094161987305, NFound: 7, Coef: 8
Round: 29, Attack Type: Statistical Attack, Error: 0, Time: 0.27719902992248535, NFound: 2, Coef: 8
Round: 30, Attack Type: Statistical Attack, Error: 0, Time: 0.29514002799987793, NFound: 2, Coef: 8
Round: 31, Attack Type: Statistical Attack, Error: 0, Time: 0.34078001976013184, NFound: 2, Coef: 8
Round: 32, Attack Type: Statistical Attack, Error: 0, Time: 0.30713796615600586, NFound: 2, Coef: 8
Round: 33, Attack Type: Statistical Attack, Error: 0, Time: 0.3361537456512451, NFound: 4, Coef: 8
Round: 34, Attack Type: Statistical Attack, Error: 0, Time: 0.35349297523498535, NFound: 1, Coef: 8
Round: 35, Attack Type: Statistical Attack, Error: 0, Time: 0.38803887367248535, NFound: 1, Coef: 8
Round: 36, Attack Type: Statistical Attack, Error: 0, Time: 0.39012718200683594, NFound: 1, Coef: 8
Round: 37, Attack Type: Statistical Attack, Error: 0, Time: 0.3755509853363037, NFound: 1, Coef: 8
Round: 38, Attack Type: Statistical Attack, Error: 0, Time: 0.40353894233703613, NFound: 2, Coef: 6
Round: 39, Attack Type: Statistical Attack, Error: 4, Time: None, NFound: None, Coef: None
Round: 40, Attack Type: Statistical Attack, Error: 0, Time: 0.457165002822876, NFound: 1, Coef: 8
Round: 41, Attack Type: Statistical Attack, Error: 0, Time: 0.7640039920806885, NFound: 1, Coef: 8
Round: 42, Attack Type: Statistical Attack, Error: 0, Time: 0.49498629570007324, NFound: 2, Coef: 8
Round: 43, Attack Type: Statistical Attack, Error: 0, Time: 0.4863569736480713, NFound: 1, Coef: 8
Round: 44, Attack Type: Statistical Attack, Error: 0, Time: 0.49957990646362305, NFound: 1, Coef: 8
Round: 46, Attack Type: Statistical Attack, Error: 0, Time: 0.5189847946166992, NFound: 1, Coef: 8
Round: 47, Attack Type: Statistical Attack, Error: 0, Time: 0.536189079284668, NFound: 1, Coef: 7
Round: 48, Attack Type: Statistical Attack, Error: 0, Time: 0.5735080242156982, NFound: 1, Coef: 8
Round: 49, Attack Type: Statistical Attack, Error: 0, Time: 0.5892548561096191, NFound: 1, Coef: 8
